text,label,source_name,school,url
David Geffen School of Drama,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
Jackson School of Global Affairs,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
Physician Assistant Online Program,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
Select the transcript delivery type of “hold for pick-up”,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
"When presented the upload/attach a document option, include a written statement requesting that the transcript be notarized and any additional information about where the transcript should be sent (pick-up in person, mailed to a third-party, etc.). Alternatively, you may send an email with this information to: registrar@yale.edu",Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
"Degree sought or awarded (and if awarded, date of degree conferral)",Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
"Honors, if calculated by your school",Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
Course listings and grades by term,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
"Term and cumulative GPA, if calculated by your school",Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
"Enrollment status category by term, e.g. enrolled, withdrawn, leave of absence",Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
Suspension or Expulsion notation,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
"The transcript will include the student’s personal identifiers such as legal name and student identification number and academic history including school or college attended; major(s), concentration(s) and/or certificate(s); degree(s) sought or earned; courses attempted including in progress work (if applicable); grades earned; grade point average (GPA); credit hours; transfer credits (if applicable); ; honors and distinction(s).",Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
Note: Legal names are listed on student transcripts. See information included on transcript FAQ below and Name Policy information.,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
The following professional schools should access the transcript order service through Yale Hub :,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
"The charge is $8 per transcript for Yale College, the Graduate School of Arts and Sciences, and Yale Summer Session. If you want a transcript sent by USPS or Express Delivery, additional charges apply.",Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
Note: Overnight delivery is not available to all international locations due to customs regulations.,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
"Note: Depending on the location and time of year, standard mail can take two to four weeks to arrive at the final destination.",Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
Note: A Health Hold will not prevent the release of a transcript.,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
The Graduate School of Arts and Sciences does not calculate GPA.,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
You will receive email notification when your notarized transcript order has been fulfilled.,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
"The Parchment Support website has informational videos and FAQs regarding placing an order and tracking an order, as well as contact information for questions about a mailed transcript order.",Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
"When an order for an E-transcript is fulfilled, the recipient will receive two emails - one to generate a passcode and one with a url to enter the passcode and download the E-transcript. The recipient may access and download the E-transcript up to three time before the url expires.",Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
If the recipient encounters problems with the E-transcript download it is recommended to clear the internet browser cache and ensure the most up to date Adobe software edition is installed.,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
You will only receive a tracking number if you select Priority or Express delivery. Standard USPS delivery does not provide a tracking number and refunds will not be provided if USPS fails to deliver.,Registrar,crawl,Yale,https://registrar.yale.edu/student-records/transcripts
CourseLeaf CIM: Adding Departmental Attributes to Course Records,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
How Graduate Students Create an Independent/Directed Study Course Request,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
How to Verify Enrollment Numbers for Cross-listed Courses Using CourseLeaf WEN (Staff),Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
Videos for Students,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
Videos for Staff & Faculty,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
How Graduate Students Create an Independent Study/Directed Study Course Request,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
"Tracking Submitted Forms, Petitions & Requests through Dynamic Forms",Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
Distinction in the Major for Yale College Students,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
How to use the Dissertation Progress Reporting and Submissions (DPRS) system for Students,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
How to Submit the Dissertation,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
How to Approve or Deny Instructor Permission Requests,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
Adding Departmental Attributes to Course Records in CIM,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
How to Submit a Yale College New Course Proposal,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
How to Verify Enrollment Numbers for Cross-listed Courses Using CourseLeaf WEN,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
Exceptions in Yale Degree Audit for University Staff,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
Distinction in the Major for Yale College Staff,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
How to Edit YCPS Departmental Pages,Registrar,crawl,Yale,https://registrar.yale.edu/video-guides
Academic Calendar (Year-round Yale College),Registrar,crawl,Yale,https://registrar.yale.edu/registration
Registration Systems,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Related Academic System,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Yale College Courses & Registration,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Graduate School of Arts & Sciences Courses & Registration,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Need help with Registration? You’re not alone.,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Professional School Registration,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Professional School Registrars,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Medicine (Doctor of Medicine),Registrar,crawl,Yale,https://registrar.yale.edu/registration
Medicine (Master of Health Sciences),Registrar,crawl,Yale,https://registrar.yale.edu/registration
Medicine (Physician Assistant Online),Registrar,crawl,Yale,https://registrar.yale.edu/registration
Medicine (Physician Associate),Registrar,crawl,Yale,https://registrar.yale.edu/registration
Architecture Registrar: Becky Paugh,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Divinity Registrar: Morgana Payne,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Environment Registrar: Rosanne Stoddard,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Jackson School of Global Affairs Registrar: Minjin Hashbat,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Law Registrar: Heather Abbott,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Management Registrar: Shannan Foley,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Medicine (Doctor of Medicine) Registrar: Terri Tolson,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Medicine (Master of Health Sciences) Registrar: Marisol Britt,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Medicine (Physician Assistant Online) Registrar: Emily Daly,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Medicine (Physician Associate) Registrar: Meridith Cayer,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Music Krista Johnson | Kellie Wood,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Nursing Registrar: Stephanie Liebnick,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Summer Session Registrar: Catherine Jones,Registrar,crawl,Yale,https://registrar.yale.edu/registration
Search Features & Tips,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Course Demand Statistics,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Discussion/Lab Section Statistics,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Yale Course Search FAQs,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Is Yale Course Search where I register for courses?,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Where can I get help with registration-related questions about YCS?,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
What are the recommended browsers to use for Yale Course Search?,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
I don’t see the syllabus button for the course I’m viewing. Why is that?,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Who can use Yale Course Search?,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Where are the links to Course Demand Statistics and other resources?,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
"I need a course for a distributional requirement, can I search for just those classes?",Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
What is the difference between a Course Information Attribute and Yale College Attributes?,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Use the menu on the left to apply filters to narrow your search.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
"In the ‘Keyword’ box , search by instructor name, subject code, or part of the course title.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
"The system defaults to the current term , however, you can search by past terms.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
"If enrollment for a course is managed by the department , see the class notes section for details. Not all courses have class notes.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
“ Advanced Search” provides more filters such as Instructor or Meeting time.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Use “Attributes” to search for courses that fulfill distributional designations and major requirements.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Course Demand Statistics and Discussion/Lab Section Statistics help students understand the enrollment perspectives .,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Clicking on a course in the Search Results opens to course details and resources.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
"Buttons in the course resources area may include Course Evaluations, Syllabus, Buy Books, and Share.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
There are helpful links to more resources at the bottom of the search menu,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
The Discussion/Lab Sections Report on the Yale Course Search site shows enrollment numbers for all discussion and laboratory sections.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
The Yale Course Search registration icons legend and the Understanding Registration Error Messages chart address issues related directly to adding courses to the registration worksheet in YCS.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/about-yale-course-search
Graduate School of Arts & Sciences Registration,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Where and When to Register for Classes,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Before Registration Opens,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Eligibility and Requirements:,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
After Add/Drop Closes,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Confirmation of Registration,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Continuous Enrollment Requirement,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Monitoring Academic Progress,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Graduate School Systems Related to Course Registration,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Academic System: Yale Hub,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Academic System: Yale Course Search,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Academic System: Online Course Evaluation Student Viewer,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Academic System: Degree Audit,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Graduate School Registration Guides,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Archaeological Studies Master's Thesis Research Form,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Certificate Declaration Request Form (GSAS),Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Change of Status Form with Instructions (GSAS),Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Departmental Transfer Form,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Dissertation Completion Status Form,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Extended Registration Form - 7th Year,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Extended Registration Form - 8th Year,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
MD/PhD Department Affiliation Form,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Parental Relief Request Form (GSAS),Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Registration in Absentia Form,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Summer Internship Request Form (GSAS),Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
DGS & Registrars Directory,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
How Graduate Students Register for Classes,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
How to Request Instructor Permission,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
How to Change Grade Mode from Registered to Audit,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
How to Audit Yale College Courses,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
How to Submit an Individual Study Course Request Form,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Waitlisting for Graduate Students,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Understanding Registration Error Messages,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
How to Drop a Class (Graduate School),Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Yale College & Graduate School Video Tutorials,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
"Students at the Graduate School of Arts and Sciences are required to register every term, including when they are working on their dissertation.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
"The GSAS has designated registration periods each semester. Students must register during these times to secure their enrollment for courses, research, or other academic activities. Before the registration period opens, students can browse available courses through Yale Course Search. It is crucial for students to consult with their academic advisers or faculty members to ensure that they are selecting appropriate courses that align with their degree requirements and research interests.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
"If a student misses the regular registration period, there may be options for late registration; however, this often involves additional fees and requires approval from both the department and GSAS administration.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
The Directors of Graduate Studies (DGSs) and Department Registrars are critical to the success of Yale’s graduate programs.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/gsas-registration
Cross-School Course Registration Process,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
How to register for a course in the…,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
David Geffen School of Drama at Yale University,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Graduate School of Arts and Sciences,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
School of Architecture,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
School of the Environment,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
School of Management,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
School of Medicine,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
School of Public Health,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Graduate School of Arts & Sciences,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"Professional schools: Architecture, Art, Divinity, David Geffen/Drama, Environment, Jackson/Global Affairs, Law, Management, Medicine, Music, Nursing and Public Health",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Law School: Course Registration | Yale Law School,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
School of Management form for Non-SOM Students,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Yale College: Request to Enroll in a Yale Professional School Course form,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Graduate and Professional School Courses historically approved for Yale College Credit,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Students are manually registered by the Drama registrar.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Obtain instructor permission,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Notify Drama registrar to complete enrollment,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Approximately 28 courses are open to non-Drama students. They are visible in Yale Course Search (YCS).,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"YC students submit a Request to Enroll in a Professional School Course form, after obtaining instructor permission.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Graduate and professional school students obtain instructor permission; ask home school registrar to complete enrollment,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"GSAS/Prof schools: Obtain instructor permission; finalize enrollment (when possible) in the Hub, or ask Divinity registrar to complete enrollment",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"Yale College: Obtain instructor permission; submit form and a description of extra, graduate level work; submission of dynamic form found on Divinity website",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"Grad/Prof students obtain instructor permission; finalize enrollment (when possible) in the Hub, or ask home school registrar to complete enrollment",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
YC students submit a Request to Enroll in a Professional School Course,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Incoming first-term J.D. students are assigned courses and may not elect other classes or change class assignments.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
All other law students have two opportunities to select courses and finalize schedules each term:,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"During the law school course bidding period prior to each term (generally October for the spring term and June for the fall term), students bid via YLS:Courses for limited enrollment and experiential courses and put in their preferences for open enrollment and permission of instructor courses.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"During the open add/drop period the first week of the term, students may adjust courses in Yale Hub, and add Supervised Research, reading groups, and non-law courses.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"The course registration process varies from school to school, in some cases on a different timeline, or with special forms. See below for school-specific registration information .",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"For instance, a School of Architecture student registering for a course in the School of Architecture is within their home school, whereas a Yale College student wishing to register for a course in the School of Architecture does so from outside of the school.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"The Request to Enroll in a Yale Professional School Course form closes when add/drop period closes. Therefore, Yale College students should use the Add Course form to register for any professional school courses after add/drop period closes.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"The Hub : Art School, Divinity, Graduate School of Arts and Sciences, Jackson School, School of Architecture, School of the Environment, School of Management, School of Music, School of Nursing, School of Public Health (some Drama School and Medical School students register in the Hub)",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"For those professional schools that do not register in Yale Hub, students complete the Jackson School Registration form for non-Jackson students available at Registrar - Yale Jackson School of Global Affairs .",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Students who wish to satisfy an area elective requirement must obtain permission of the study area coordinator(s) by submitting the Request for Substitution dynamic form.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
For other professional schools and Yale College: Obtain instructor permission and add the course during online registration,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Students opting to take a 100-level course require permission of ENV Academic Dean,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"If there are capped courses, students must follow procedures such as submission of an application or statement of interest (process will be listed in course description or Canvas site)",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"This includes courses in the MD Program, MHS Program, Physician Assistant Online Program, and the Physician Associate program.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"For YSM Applied Studies courses (music history, etc), outside students need permission from the YSM faculty and YSM registrar. Enrollment is limited and priority is given to YSM students.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"If approved to enroll in a YSM course, register in Yale Hub, or ask home registrar to complete enrollment.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Students are permitted to take courses outside of YSPH to fulfill elective requirements as long as they are 300-level or above and they have rationale as to how it fits into their degree goals.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"If an outside school doesn’t have a special form or procedure, students should obtain instructor permission and follow any directions in the course description.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"For registration purposes, students are asked to follow the policies and procedures of the other school (e.g., SOM’s non-SOM enrollment form; Law School form; Jackson instruction permission; etc.) See website for more information.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"For cross-listed courses, students follow the procedures for the primary school, unless the course has a YSPH number, in which case they register under the YSPH number.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"If a course is in high demand, YSPH student enrollment takes priority in YSPH primary courses.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
"For professional school courses, excluding SOM: students submit a Request to Enroll in a Professional School Course form. SOM requires its own unique form (see link above). A limit of 4 professional school courses is allowed. Students must add the professional school course to their registration worksheets before the end of add/drop period.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/cross-school-course-registration-processes
Navigating Your Future,Registrar,crawl,Yale,https://registrar.yale.edu/registration/advising
Monitor your Degree Progress,Registrar,crawl,Yale,https://registrar.yale.edu/registration/advising
DUS & Registrars Directory,Registrar,crawl,Yale,https://registrar.yale.edu/registration/advising
"The Yale College Dean’s Office Advising website provides a wealth of advising resources and tools for undergraduate students, while the Graduate School of Arts & Sciences offers mentorship and guidance for graduate students on their intellectual journey.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/advising
"The Registrar’s Office maintains the Degree Audit System , which is a web-based tool that calculates and displays how individual student courses may count toward the requirements for the bachelor’s degree. The degree audit enables students to monitor their own progress toward the completion of degree requirements. It also helps students and their advisers discuss course selection for current and future terms more meaningfully by clarifying what requirements the student still needs to complete.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/advising
The Yale College Directors of Undergraduate Studies (DUS) and Department Registrars are critical to the success of Yale’s undergraduate programs.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/advising
Discussion Sections,Registrar,crawl,Yale,https://registrar.yale.edu/registration/discussionlab-sections
Laboratory Sections,Registrar,crawl,Yale,https://registrar.yale.edu/registration/discussionlab-sections
How to Swap a Discussion Section without Removing the Lecture Course,Registrar,crawl,Yale,https://registrar.yale.edu/registration/discussionlab-sections
Registering for a Discussion or Lab Section,Registrar,crawl,Yale,https://registrar.yale.edu/registration/discussionlab-sections
Students can choose from various time slots offered for each discussion section. It’s crucial to select a time that does not conflict with other classes or commitments.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/discussionlab-sections
Position on waitlist is based on when you signed up. This means that earlier sign-ups have priority over later ones.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/waitlisting
"The waitlist is created on a first come, first served basis; instructors cannot select specific students from the waitlist nor can they change the order of students on the waitlist.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/waitlisting
Courses set up with Instruction Permission do not have waitlists.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/waitlisting
Lectures with discussion sections may not have a waitlist. The affiliated discussion sections may have waitlists.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/waitlisting
Waitlists are eliminated before the opening of the add/drop period.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/waitlisting
"If a seat opens, students receive notifications via email or through the student portal about the opportunity to enroll. They then have 24 hours to accept the seat.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/waitlisting
Students accept a seat by logging back into the registration worksheet/schedule.,Registrar,crawl,Yale,https://registrar.yale.edu/registration/waitlisting
"Once the maximum enrollment has been met, students can choose to be placed on the waitlist if a waitlist option exists. As enrolled students drop the course, the registration system automatically sends an offer to the first student on the waitlist.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/waitlisting
"If students have not been notified about a seat twenty-four hours before registration closes, they should register for a different course.",Registrar,crawl,Yale,https://registrar.yale.edu/registration/waitlisting
Search Courses at Yale,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/courses
The Building Blocks of Yale’s Curriculum,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/courses
"The Graduate and professional schools prepare students for master’s and doctoral degrees by offering courses that are typically more specialized than undergraduate courses and focus on deep engagement with theory, methodology, and current debates in the field. These graduate-level courses lead to the acquisition of advanced knowledge, research skills, and intellectual foundations necessary for independent scholarship.",Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/courses
Yale Graduate School of Arts & Sciences,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/majors-programs-degrees
Yale College Programs of Study,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/majors-programs-degrees
Yale College Undergraduate Regulations,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/bulletins
What Are Course Attributes?,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
Yale Course Search provides tools for filtering courses by attributes,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
For Yale College Attributes:,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
For Departmental Attributes:,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
How Attributes Are Assigned,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
YC S&DS Methods Data Science,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
Benefits for Departments and Faculty,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
Find courses that fulfill specific major and certificate requirements : Quickly identify courses that satisfy particular concentration areas or departmental requirements,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
Discover cross-disciplinary opportunities : Locate courses in other departments that count toward your degree requirements,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
Plan efficiently : Streamline academic planning by filtering courses based on attributes relevant to your academic goals,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
Explore specialized topics : Find courses focusing on specific themes or methodological approaches across departments; particularly useful when working to earn a certificate,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
Highlight specialized offerings : Call attention to courses with distinctive methodological or thematic characteristics,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
"Tag cross-listed courses : Identify courses “primary in a different department, yet appropriate for their majors to earn elective credit”",Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
Organize curriculum coherently : Create clear pathways for students to fulfill degree requirements,Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
"Track requirements in Degree Audit: Tagging courses with attributes is a simple way to indicate in Degree Audit that a course fulfills certificate, concentration, and major requirements",Registrar,crawl,Yale,https://registrar.yale.edu/curriculum/searching-with-course-attributes
